config,row_id,source_de,reference_en,prediction_en,seconds,tokens_per_second,generated_tokens,bigram_repetition
OPUS autoregressive_encoder_decoder,10,"""Laut aktuellen Messungen durchfahren auf der B 33 täglich etwa 12 000 Fahrzeuge die Gemeinde Gutach, davon sind etwa zehn Prozent Schwerlastverkehr"", betont Arnold.","""According to current measurements, around 12,000 vehicles travel through the town of Gutach on the B33 on a daily basis, of which heavy goods traffic accounts for around ten per cent,"" emphasised Arnold.","""According to current measurements, around 12 000 vehicles per day run through the municipality of Gutach on the B 33, of which about ten percent are heavy-duty traffic,"" Arnold emphasizes.",0.34352395199994135,116.44020676615536,40,0.0
OPUS autoregressive_encoder_decoder,11,"Daher sei der Bau einer weiteren Ampel mehr als notwendig: ""Sicherheit geht hier einfach vor"", so Arnold.","Therefore the construction of an additional set of lights was more than necessary: ""Here safety comes first, it's that simple,"" said Arnold.","Therefore, the construction of another traffic light is more than necessary: ""Safety is just going ahead here,"" says Arnold.",0.18628777200001423,144.93704933031213,27,0.0
OPUS autoregressive_encoder_decoder,12,"Insgesamt seien vier Verkehrsschauen durchgeführt worden, auch ein Kreisverkehr wurde angedacht, allerdings wegen der Enge in dem Kreuzungsbereich Sulzbachweg/Kirchstraße wieder verworfen.","A total of four road safety inspections were carried out and a roundabout was also considered, however, this idea was rejected on account of the narrowness of the Sulzbachweg/Kirchstrasse junctions.","Four traffic shows were carried out in total, a roundabout was also planned, but because of the narrowness in the intersection Sulzbachweg/Kirchstraße was discarded.",0.5763715310000634,65.92969630902158,38,0.0
OPUS autoregressive_encoder_decoder,13,"Es wurde laut Arnold bei der Standortwahl der Ampelmasten zuvor alles ausgetestet: ""Mittels eines extra für uns mit besonders langen Holzstämmen beladener Transporter haben wir ausgestestet, ob diese Fahrzeuge aus dem Sulzbachweg auf die B 33 ausfahren können, ohne den Ampelmasten umzuknicken"".","According to Arnold, every possible test was carried out prior to the selection of the location for the traffic light posts: ""Using a goods vehicle loaded with particularly long tree trunks, we also tested whether such vehicles could access the B 33 from the Sulzbachweg without knocking over the traffic light posts"".","According to Arnold, everything was tested in the selection of traffic lights: ""With the help of a transporter loaded with particularly long logs, we tested whether these vehicles can travel from the Sulzbachweg to the B 33 without having to bend the traffic lights.""",1.5490463459999546,35.505716237622245,55,0.02040816326530612
OPUS autoregressive_encoder_decoder,14,"Die rund 15 000 Euro teure Ampelanlage selbst ist das ""modernste, was es derzeit auf dem Markt gibt"", erläuterte Arnold.","The traffic light system itself, which cost around EUR 15,000, is the ""most modern system that is currently available on the market,"" explained Arnold.","The approximately 15 000 Euro traffic light system itself is the ""most modern thing on the market,"" explained Arnold.",1.0428705059999857,23.01340373701232,24,0.0
OPUS autoregressive_encoder_decoder,15,"Die Anlage ist mit farbigen LEDs ausgestattet, die so kräftig leuchten, dass die Lichter von den Autofahrern beispielsweise auch bei tiefstehender Sonne gut zu erkennen sind.","The system is fitted with coloured LEDs, which are bright enough that drivers can easily see the lights, even when the sun is low in the sky.","The system is equipped with coloured LEDs that shine so strongly that the lights are easily visible by drivers, for example, even in the low sun.",0.8197637030000351,39.03563902974932,32,0.0
OPUS autoregressive_encoder_decoder,16,"Und sparsam ist sie auch: Die älteren Lichtanlagen verbrauchen etwa 100 Watt, die neuen gerade mal acht Watt.","And they are also energy-efficient: The older light systems consume around 100 Watts, with the new ones consuming just eight.","And it is also economical: The older lighting systems consume about 100 watts, the new ones just eight watts.",0.2652492769999526,98.0210023343613,26,0.0
OPUS autoregressive_encoder_decoder,17,Pro Fahrtrichtung gibt es drei Lichtanlagen.,There are three sets of lights per direction of travel.,There are three lighting systems per direction of travel.,0.1265998320000108,94.78685564131695,12,0.0
OPUS autoregressive_encoder_decoder,18,Arnold erklärte die Technik der neuen Anlage: Diese ist mit zwei Radarsensoren ausgestattet.,Arnold explained the technology used by the new system: It is fitted with two radar sensors.,Arnold explained the technology of the new system: This is equipped with two radar sensors.,0.19416940999997223,97.85269471644744,19,0.0
OPUS autoregressive_encoder_decoder,19,"Drückt der Fußgänger den Ampelknopf, testet der obere Radarsensor die Verkehrslage.","If the pedestrian presses the button at the traffic lights, the top radar sensor checks the traffic status.","If the pedestrian pushes the traffic light button, the upper radar sensor tests the traffic situation.",0.22172568799999226,94.71162403158597,21,0.058823529411764705
OPUS autoregressive_encoder_decoder,20,"Ist die Straße frei, kommt unmittelbar Grün für den Fußgänger, wenn nicht, dauert es etwa 15 Sekunden.","If the street is clear, the pedestrian obtains a green light immediately, if not, there is a delay of around 15 seconds.","If the road is clear, immediately comes green for the pedestrian, if not, it takes about 15 seconds.",0.16810257899999215,142.76996904372967,24,0.0
OPUS autoregressive_encoder_decoder,21,"Ein weiteres Radarsensor prüft, ob die Grünphase für den Fußgänger beendet werden kann.",An additional radar sensor checks whether the green phase for the pedestrian can be ended.,Another radar sensor checks whether the green phase for the pedestrian can be terminated.,0.10762302899991028,157.9587580648206,17,0.0
OPUS autoregressive_encoder_decoder,22,"""Sollte eine Gruppe oder gehbehinderte Menschen über die Straße gehen, wird die Grünphase verlängert, es kommt also jeder sicher über die Fahrbahn"", erklärte Arnold.","""If a group of people or if disabled persons are crossing the street, the green phase is extended, thus ensuring that everyone gets safely across the street,"" explained Arnold.","""If a group or disabled people walk across the road, the green phase will be extended, so everyone will be safe on the road,"" Arnold explained.",0.21111800599999242,156.3106843667384,33,0.0967741935483871
OPUS autoregressive_encoder_decoder,23,Natürlich müsse der Autofahrer hier als Partner mitdenken und die Fahrbahn beobachten.,"Of course, drivers must also play their part and keep their eyes on the road.","Of course, the driver had to think about it as a partner and observe the road.",0.1451792300000534,137.76075269163945,20,0.0
OPUS autoregressive_encoder_decoder,24,"Dies war gestern nicht der Fall: Kaum zeigte die Ampel für Fußgänger grün, rauschte ein Oberklasse-Fahrzeug durch - bei leuchtendem Rot.",Yesterday this was not the case: The light had barely turned green for pedestrians when a luxury vehicle sped through on a red light.,"This was not the case yesterday: the traffic lights for pedestrians were barely green, a top class vehicle rushed through - with bright red.",0.19857488599996032,156.11238976114126,31,0.0
OPUS autoregressive_encoder_decoder,25,Josef Winkler schreibt sich seit mehr als 30 Jahren die Nöte seiner Kindheit und Jugend von der Seele.,"For more than 30 years, Josef Winkler has been writing from the heart, telling of the hardships of his childhood and youth.",Josef Winkler has been writing the needs of his childhood and youth about the soul for more than 30 years.,0.15831265799999983,157.915357595727,25,0.0
OPUS autoregressive_encoder_decoder,26,"Die Katastrophen seiner katholischen Dorfkindheit - die Sprachlosigkeit, der Hang zu roher Gewalt und stumpfer Sexualität, die Enge und Freudlosigkeit - hat der Kärntner Dichter vielfach beschrieben.","The catastrophes of his Catholic village upbringing - the speechlessness, his tendency towards brute force and dulled sexuality, the confinement and lack of joy - all of this has been described many times by the Kaernten-born poet.","The Carinthian poet has described the catastrophes of his Catholic village childhood - the speechlessness, the tendency to raw violence and dull sexuality, the narrowness and joylessness.",0.23644111199996587,156.48716793382928,37,0.034482758620689655
OPUS autoregressive_encoder_decoder,27,"Bekannt ist der Büchner-Preisträger vor allem als Prosaautor, Theatertexte sind in seinem Werk rar.","The Büchner prizewinner is known primarily as a writer of prose, with theatre texts something of a rarity for him.","The Büchner Prize winner is known primarily as a prose author, theatre texts are rare in his work.",0.15582202799998868,147.60429122384207,23,0.0
OPUS autoregressive_encoder_decoder,28,"Collage aus Prosatexten Gerhard Fresacher stellt für seine Aufführung ""Wetterleuchten auf der Zungenspitze"", die nun in der Garage X am Petersplatz zu sehen ist, daher eine Collage aus Prosatexten zusammen.","In a collage of prose texts For his performance piece, ""Wetterleuchten auf der Zungenspitze"" (Summer lightning on the tip of your tongue), which can now be seen in Garage X on Petersplatz, Gerhard Fresacher ,creates a collage of prose texts.","Collage from prose texts Gerhard Fresacher therefore compiles a collage of prose texts for his performance ""Weather lights on the tip of the tongue"", which can now be seen in the Garage X at Petersplatz.",0.3181863559999556,150.8549914063779,48,0.02631578947368421
OPUS autoregressive_encoder_decoder,29,"Der Theatermacher verbindet etwa Elemente aus dem autobiografisch geprägten Roman ""Der Leibeigene"" (1987) mit Prosaminiaturen aus ""Leichnam, seine Familie belauernd"" (2003).","The theatre producer has thus combined elements from the autobiographically inspired novel ""Der Leibeigene"" (1987) [The Bondsman] featuring prose miniatures from ""Leichnam, seine Familie belauernd"" (2003) [Corpse, stalking his family].","The theatre maker combines elements from the autobiographical novel ""Der Leibstäigen"" (1987) with prosaminiatures from ""Leichnam, seine Familie belauernd"" (2003).",0.36206820899997183,143.6193477014273,52,0.034482758620689655
