config,row_id,source_de,reference_en,prediction_en,status,error,block_size,num_steps,use_cache,seconds,tokens_per_second,generated_tokens,bigram_repetition
E2D2 official_b4_s4_cache,0,Gutach: Noch mehr Sicherheit für Fußgänger,Gutach: Increased safety for pedestrians,Well: more safety for pedestrians.,ok,,4,4,True,0.623003322000045,12.841023021060908,8.0,0.0
E2D2 official_b4_s4_cache,1,Sie stehen keine 100 Meter voneinander entfernt: Am Dienstag ist in Gutach die neue B 33-Fußgängerampel am Dorfparkplatz in Betrieb genommen worden - in Sichtweite der älteren Rathausampel.,"They are not even 100 metres apart: On Tuesday, the new B 33 pedestrian lights in Dorfparkplatz in Gutach became operational - within view of the existing Town Hall traffic lights.",They are not 100 metres away: On Tuesday the new B 33 pedestrian light at the village parking lot was put into operation in Gutach - within walking distance of the older town hall light.,ok,,4,4,True,1.4696213699999134,29.939684396398366,44.0,0.0
E2D2 official_b4_s4_cache,2,Zwei Anlagen so nah beieinander: Absicht oder Schildbürgerstreich?,Two sets of lights so close to one another: intentional or just a silly error?,Two plants so close to each other: intention or shield? No matter?,ok,,4,4,True,0.517381040000032,30.924983257985275,16.0,0.0
E2D2 official_b4_s4_cache,3,Diese Frage hat Gutachs Bürgermeister gestern klar beantwortet.,"Yesterday, Gutacht's Mayor gave a clear answer to this question.","Gutach Mayor gave a clear answer to this question yesterday. The answer was given to this question. The answer was given to the question yesterday, and the question was answered.",ok,,4,4,True,1.1028083379999316,32.64393164209304,36.0,0.2727272727272727
E2D2 official_b4_s4_cache,4,"""Die Rathausampel ist damals installiert worden, weil diese den Schulweg sichert"", erläuterte Eckert gestern.","""At the time, the Town Hall traffic lights were installed because this was a school route,"" explained Eckert yesterday.","""The Town Hall lamp was installed at that time because it ensures the school path,"" explained Eckert, yesterday.",ok,,4,4,True,0.7224370400000453,33.2208880098375,24.0,0.0
E2D2 official_b4_s4_cache,5,Die Kluser-Ampel sichere sowohl Radfahrer als auch Busfahrgäste und die Bergle-Bewohner.,"The Kluser lights protect cyclists, as well as those travelling by bus and the residents of Bergle.",The Kluser lights protect both cyclists and bus passengers and the Bergle residents. The light is also used for safety. The light is used to protect cyclists and bus passengers.,ok,,4,4,True,1.1713669450000452,30.73332413353922,36.0,0.1875
E2D2 official_b4_s4_cache,6,Die gestern offiziell in Betrieb genommene Anlage sei wichtig für den Kreuzungsbereich Sulzbachweg/Kirchstraße.,"The system, which officially became operational yesterday, is of importance to the Sulzbachweg/Kirchstrasse junction.",The facility officially opened yesterday was important for the crossroads Sulzbachweg/Kirchstraße. The plant was opened yesterday and was important for the development of the plant.,ok,,4,4,True,1.175060339999959,30.636724578757594,36.0,0.17857142857142858
E2D2 official_b4_s4_cache,7,"Wir haben das Museum, zwei Kirchen, Kurpark, die Bushaltestelle, einen Arzt und eine Bank sowie den Verkehrsfluss aus dem Wohngebiet ›Grub‹.","We have the museum, two churches, the spa gardens, the bus stop, a doctor's practice and a bank, not to mention the traffic from the 'Grub' residential area.","We have a museum, two churches, spa park, bus stop, a doctor and a bank as well as a traffic flow from the residential area ©Grubethen.",ok,,4,4,True,1.050051381000003,34.284036620870744,36.0,0.0
E2D2 official_b4_s4_cache,8,"""Bei dem hohen Verkehrs- und Fußgängeraufkommen musste zu deren Sicherheit eine weitere Ampel her"", so Eckert.","""At times of high road and pedestrian traffic, an additional set of lights were required to ensure safety,"" said Eckert.","""The high traffic and pedestrian volume had to create another traffic light for their safety"", says Eckert, Germany.",ok,,4,4,True,0.7002902780000113,34.27150248114627,24.0,0.0
E2D2 official_b4_s4_cache,9,Dies bestätigt auch Peter Arnold vom Landratsamt Offenburg.,This was also confirmed by Peter Arnold from the Offenburg District Office.,This is also confirmed by Peter Arnold of the State Council of Offenburg.,ok,,4,4,True,0.4664611570000261,34.30081960714921,16.0,0.0
E2D2 official_b4_s4_cache,10,"""Laut aktuellen Messungen durchfahren auf der B 33 täglich etwa 12 000 Fahrzeuge die Gemeinde Gutach, davon sind etwa zehn Prozent Schwerlastverkehr"", betont Arnold.","""According to current measurements, around 12,000 vehicles travel through the town of Gutach on the B33 on a daily basis, of which heavy goods traffic accounts for around ten per cent,"" emphasised Arnold.","""Despite current measurements, about 12 000 vehicles pass through the municipality of Gutach every day on the B 33, of which about ten percent are heavy goods traffic,"" says Arnold.",ok,,4,4,True,1.321383826999977,33.29842480356071,44.0,0.0
E2D2 official_b4_s4_cache,11,"Daher sei der Bau einer weiteren Ampel mehr als notwendig: ""Sicherheit geht hier einfach vor"", so Arnold.","Therefore the construction of an additional set of lights was more than necessary: ""Here safety comes first, it's that simple,"" said Arnold.","For this reason, the construction of another traffic light is more than necessary: ""Security is easy to achieve here,"" says Mr Arnold.",ok,,4,4,True,1.383081723000032,20.244646093121247,28.0,0.0
E2D2 official_b4_s4_cache,12,"Insgesamt seien vier Verkehrsschauen durchgeführt worden, auch ein Kreisverkehr wurde angedacht, allerdings wegen der Enge in dem Kreuzungsbereich Sulzbachweg/Kirchstraße wieder verworfen.","A total of four road safety inspections were carried out and a roundabout was also considered, however, this idea was rejected on account of the narrowness of the Sulzbachweg/Kirchstrasse junctions.","In total, four traffic shows were carried out, a roundabout was also planned, but rejected again because of the narrowness in the Sulzbachweg/Kirchstraße crossing crossing area.",ok,,4,4,True,2.6358842999999297,15.175172901178199,40.0,0.0
E2D2 official_b4_s4_cache,13,"Es wurde laut Arnold bei der Standortwahl der Ampelmasten zuvor alles ausgetestet: ""Mittels eines extra für uns mit besonders langen Holzstämmen beladener Transporter haben wir ausgestestet, ob diese Fahrzeuge aus dem Sulzbachweg auf die B 33 ausfahren können, ohne den Ampelmasten umzuknicken"".","According to Arnold, every possible test was carried out prior to the selection of the location for the traffic light posts: ""Using a goods vehicle loaded with particularly long tree trunks, we also tested whether such vehicles could access the B 33 from the Sulzbachweg without knocking over the traffic light posts"".","According to Arnold, everything was tested before in the selection of traffic lights: ""By means of an extra truck loaded for us with particularly long wooden tribes, we have tested whether these vehicles can exit from the Sulzbachweg to the B 33 without changing the traffic light light system"".",ok,,4,4,True,2.3154148550000855,25.913282827235633,60.0,0.0
E2D2 official_b4_s4_cache,14,"Die rund 15 000 Euro teure Ampelanlage selbst ist das ""modernste, was es derzeit auf dem Markt gibt"", erläuterte Arnold.","The traffic light system itself, which cost around EUR 15,000, is the ""most modern system that is currently available on the market,"" explained Arnold.","The EUR 15 000 cost of traffic light itself is the 'most modern thing currently exists on the market', said Arnold, President.",ok,,4,4,True,0.9867106710000826,32.430986043321425,32.0,0.0
E2D2 official_b4_s4_cache,15,"Die Anlage ist mit farbigen LEDs ausgestattet, die so kräftig leuchten, dass die Lichter von den Autofahrern beispielsweise auch bei tiefstehender Sonne gut zu erkennen sind.","The system is fitted with coloured LEDs, which are bright enough that drivers can easily see the lights, even when the sun is low in the sky.","The system is equipped with coloured LEDs, which are so strong that the lights can be easily recognized by car drivers, for example, even in low sun.",ok,,4,4,True,0.9172986769999625,34.885038867227436,32.0,0.0
E2D2 official_b4_s4_cache,16,"Und sparsam ist sie auch: Die älteren Lichtanlagen verbrauchen etwa 100 Watt, die neuen gerade mal acht Watt.","And they are also energy-efficient: The older light systems consume around 100 Watts, with the new ones consuming just eight.","And it is also economical: the older light systems consume about 100 Watt, the new just about eight Watt, too.",ok,,4,4,True,0.8666903320000756,32.30681013296172,28.0,0.043478260869565216
E2D2 official_b4_s4_cache,17,Pro Fahrtrichtung gibt es drei Lichtanlagen.,There are three sets of lights per direction of travel.,There are three light systems per direction. The car is 100 m long and 100 m long and 100 m long. The car is 100 m long and 100 m long and 100 m long. The car is 100 m long and 100 m long and 100 m long. The car is 100 m long and 100 m long,ok,,4,4,True,3.351068881999936,28.647575857261007,96.0,0.7419354838709677
E2D2 official_b4_s4_cache,18,Arnold erklärte die Technik der neuen Anlage: Diese ist mit zwei Radarsensoren ausgestattet.,Arnold explained the technology used by the new system: It is fitted with two radar sensors.,(slotold explained the technique of the new system: this is equipped with two radar-sens.,ok,,4,4,True,0.7016456240000934,28.50441777998937,20.0,0.0
E2D2 official_b4_s4_cache,19,"Drückt der Fußgänger den Ampelknopf, testet der obere Radarsensor die Verkehrslage.","If the pedestrian presses the button at the traffic lights, the top radar sensor checks the traffic status.","If the pedestrian press the traffic light button, the upper radar sensor tests the traffic traffic position.",ok,,4,4,True,0.6328466459999618,31.60323298924651,20.0,0.05555555555555555
E2D2 official_b4_s4_cache,20,"Ist die Straße frei, kommt unmittelbar Grün für den Fußgänger, wenn nicht, dauert es etwa 15 Sekunden.","If the street is clear, the pedestrian obtains a green light immediately, if not, there is a delay of around 15 seconds.","If the road is free, green comes directly for the pedestrian, if not, it takes about 15 seconds. The road is free, but it takes about 15 seconds to walk. The road is not very good.",ok,,4,4,True,1.1138517670000283,43.09370548406086,48.0,0.2619047619047619
E2D2 official_b4_s4_cache,21,"Ein weiteres Radarsensor prüft, ob die Grünphase für den Fußgänger beendet werden kann.",An additional radar sensor checks whether the green phase for the pedestrian can be ended.,Another radar sensor checks whether the green phase for the pedestrian can be finished.,ok,,4,4,True,0.39569689599989033,40.43498991714212,16.0,0.0
E2D2 official_b4_s4_cache,22,"""Sollte eine Gruppe oder gehbehinderte Menschen über die Straße gehen, wird die Grünphase verlängert, es kommt also jeder sicher über die Fahrbahn"", erklärte Arnold.","""If a group of people or if disabled persons are crossing the street, the green phase is extended, thus ensuring that everyone gets safely across the street,"" explained Arnold.","""Should a group or disabled people go through the road, the green phase will be extended, so everyone will certainly pass through the road,"" Arnold said.",ok,,4,4,True,0.6961563500000238,45.966685501035656,32.0,0.0967741935483871
E2D2 official_b4_s4_cache,23,Natürlich müsse der Autofahrer hier als Partner mitdenken und die Fahrbahn beobachten.,"Of course, drivers must also play their part and keep their eyes on the road.","Of course, the driver must think as a partner and watch the road.",ok,,4,4,True,0.27724746499995945,57.71017599746977,16.0,0.0
E2D2 official_b4_s4_cache,24,"Dies war gestern nicht der Fall: Kaum zeigte die Ampel für Fußgänger grün, rauschte ein Oberklasse-Fahrzeug durch - bei leuchtendem Rot.",Yesterday this was not the case: The light had barely turned green for pedestrians when a luxury vehicle sped through on a red light.,"This was not the case yesterday: the traffic lights for pedestrians hardly showed green, a top class vehicle went through in light of red.",ok,,4,4,True,0.4878100500000073,57.399391422951574,28.0,0.0
E2D2 official_b4_s4_cache,25,Josef Winkler schreibt sich seit mehr als 30 Jahren die Nöte seiner Kindheit und Jugend von der Seele.,"For more than 30 years, Josef Winkler has been writing from the heart, telling of the hardships of his childhood and youth.",Waldf Winkler has been writing the needs of his childhood and youth for more than 30 years.,ok,,4,4,True,0.4133200520000173,58.06638193299897,24.0,0.0
E2D2 official_b4_s4_cache,26,"Die Katastrophen seiner katholischen Dorfkindheit - die Sprachlosigkeit, der Hang zu roher Gewalt und stumpfer Sexualität, die Enge und Freudlosigkeit - hat der Kärntner Dichter vielfach beschrieben.","The catastrophes of his Catholic village upbringing - the speechlessness, his tendency towards brute force and dulled sexuality, the confinement and lack of joy - all of this has been described many times by the Kaernten-born poet.","The disasters of his Catholic village childhood - speechlessness, the tendency to raw violence and naked sexuality, the narrow and illlessness - have been described many times by the Carinthian poet of Germany. The victims of the war are the victims of the war. The victims of the war are the victims of the war. The victims of the war are the victims of the war. The victims of the war are the victims of the war. The victims of the war are the victims",ok,,4,4,True,1.6909047689999852,56.77433866176578,96.0,0.5384615384615384
E2D2 official_b4_s4_cache,27,"Bekannt ist der Büchner-Preisträger vor allem als Prosaautor, Theatertexte sind in seinem Werk rar.","The Büchner prizewinner is known primarily as a writer of prose, with theatre texts something of a rarity for him.","The Büchner Prize winner is well known as a fiction author, and theatre lyrics are rare in his own work.",ok,,4,4,True,0.4231064719999722,56.72331100622251,24.0,0.0
E2D2 official_b4_s4_cache,28,"Collage aus Prosatexten Gerhard Fresacher stellt für seine Aufführung ""Wetterleuchten auf der Zungenspitze"", die nun in der Garage X am Petersplatz zu sehen ist, daher eine Collage aus Prosatexten zusammen.","In a collage of prose texts For his performance piece, ""Wetterleuchten auf der Zungenspitze"" (Summer lightning on the tip of your tongue), which can now be seen in Garage X on Petersplatz, Gerhard Fresacher ,creates a collage of prose texts.","Collage from prosat text Gerhard fresacher brings a coll of prosat texts for his performance ""ettering lights on the tongue tip"", which can now be seen in garage X at Petersplatz, therefore.",ok,,4,4,True,0.7799605679999786,56.41310830985652,44.0,0.0
E2D2 official_b4_s4_cache,29,"Der Theatermacher verbindet etwa Elemente aus dem autobiografisch geprägten Roman ""Der Leibeigene"" (1987) mit Prosaminiaturen aus ""Leichnam, seine Familie belauernd"" (2003).","The theatre producer has thus combined elements from the autobiographically inspired novel ""Der Leibeigene"" (1987) [The Bondsman] featuring prose miniatures from ""Leichnam, seine Familie belauernd"" (2003) [Corpse, stalking his family].","The theatre maker combines elements from the monographic novel ""Der Leibeigene"" (1987) with prosamatures from ""Leichnam, seine Familie belauernd"" (2003). The theatre maker combines elements from ""Der Leibeigene"" (1987). The work is done by the author of the novel ""Leichnam, seine Familie belürnd"" (2003).",ok,,4,4,True,1.5948532659999728,57.68555763800378,92.0,0.375
E2D2 large_b8_s8_cache,0,Gutach: Noch mehr Sicherheit für Fußgänger,Gutach: Increased safety for pedestrians,It is well: even more safety for pedestrians and for the public sector.,ok,,8,8,True,0.21397663100003683,74.77452058770496,16.0,0.0
E2D2 large_b8_s8_cache,1,Sie stehen keine 100 Meter voneinander entfernt: Am Dienstag ist in Gutach die neue B 33-Fußgängerampel am Dorfparkplatz in Betrieb genommen worden - in Sichtweite der älteren Rathausampel.,"They are not even 100 metres apart: On Tuesday, the new B 33 pedestrian lights in Dorfparkplatz in Gutach became operational - within view of the existing Town Hall traffic lights.",They are not 100 meters away: on Tuesday the new B33 pedestrian light at B 33 was put up at the village parking lot in Gutach - within walking distance of the older town hall light lights.,ok,,8,8,True,0.6615955259999282,72.55188119274737,48.0,0.0
E2D2 large_b8_s8_cache,2,Zwei Anlagen so nah beieinander: Absicht oder Schildbürgerstreich?,Two sets of lights so close to one another: intentional or just a silly error?,"Two plants so close to each other: intention or a shield d'état? Do you have to know, if you are a member, or if you are a member of the organisation, are you a member of the same organisation?",ok,,8,8,True,0.6517250900000136,73.65068605844068,48.0,0.15217391304347827
E2D2 large_b8_s8_cache,3,Diese Frage hat Gutachs Bürgermeister gestern klar beantwortet.,"Yesterday, Gutacht's Mayor gave a clear answer to this question.","Belach Mayor answered this question byutery clear answer yesterday. is a question of the citizens of the public. It is a question of freedom, and it is a question of freedom.",ok,,8,8,True,0.5406475779999482,73.98534947289421,40.0,0.2647058823529412
E2D2 large_b8_s8_cache,4,"""Die Rathausampel ist damals installiert worden, weil diese den Schulweg sichert"", erläuterte Eckert gestern.","""At the time, the Town Hall traffic lights were installed because this was a school route,"" explained Eckert yesterday.","""The Town Hallamp was installed ""as it ensures the school way"" explained yesterday, Mr. Eckert said, ""The Town Hallampamp. "" The Town Hallamp was installed because Town Hallamp was securing the Town Hallamp for the school way"" and explained yesterday, that the Town Hallampamp was not only because the Town Hallampamp was installed, but also because it was installed in the Town Hallampamp. The Town Hallampamp was the Town",ok,,8,8,True,1.3251232790000813,72.44608974980818,96.0,0.375
E2D2 large_b8_s8_cache,5,Die Kluser-Ampel sichere sowohl Radfahrer als auch Busfahrgäste und die Bergle-Bewohner.,"The Kluser lights protect cyclists, as well as those travelling by bus and the residents of Bergle.",The Kluser-Aampel (The Kluser-Aampel) provides Radists as well as bus passengers and the Bergle-based dwellers and the Bergle-based residents with a safe Bergle-Aampel (kluser-Ampel) for cyclists and their dwellers. The Kluser-Aampel (kluser-Aampampel (kluser-Aampel (kluser-Aampel) (kluser-Aampel) (kluser-Aampel,ok,,8,8,True,1.5975828530000626,60.090780155610645,96.0,0.4647887323943662
E2D2 large_b8_s8_cache,6,Die gestern offiziell in Betrieb genommene Anlage sei wichtig für den Kreuzungsbereich Sulzbachweg/Kirchstraße.,"The system, which officially became operational yesterday, is of importance to the Sulzbachweg/Kirchstrasse junction.","The facility was officially set up yesterday, and is important for the crossroads Sulzbachweg (Kirchstrasse) (Kirchstrasse) and the centre of the city centre of Linzheim (Kirchstrasse (Kirchstrasse) and the centre of Linzheim (Kirchstrasse) (Kirchstrasse (Kirchstrasse)Kirchstrasse (Kirchstrasse)",ok,,8,8,True,1.6434250419999898,58.41458998529767,96.0,0.43137254901960786
E2D2 large_b8_s8_cache,7,"Wir haben das Museum, zwei Kirchen, Kurpark, die Bushaltestelle, einen Arzt und eine Bank sowie den Verkehrsfluss aus dem Wohngebiet ›Grub‹.","We have the museum, two churches, the spa gardens, the bus stop, a doctor's practice and a bank, not to mention the traffic from the 'Grub' residential area.","We have a museum, two churches, spa park, a bus stop, a doctor and a bank, a doctor and a bank, as well as a traffic flow from the residential area © Grub Cont. The hotel is located in front of the hotel, in the centre of the city, in the heart of the city centre, right in the city centre, 1000 m2 from the city centre and 1000 m2, 10",ok,,8,8,True,1.360480276999965,70.56331622218913,96.0,0.25609756097560976
E2D2 large_b8_s8_cache,8,"""Bei dem hohen Verkehrs- und Fußgängeraufkommen musste zu deren Sicherheit eine weitere Ampel her"", so Eckert.","""At times of high road and pedestrian traffic, an additional set of lights were required to ensure safety,"" said Eckert.","""With the high volume of traffic and pedestrians there was a further traffic light had to create for their safety,"" Eckert said. ""The road is there. The road is there, and the traffic is there, and the road is there, and the road is there.",ok,,8,8,True,0.7577532289999453,73.9026873879597,56.0,0.3148148148148148
