config,row_id,source_de,reference_en,prediction_en,seconds,tokens_per_second,generated_tokens,bigram_repetition
E2D2 official_b4_s4_cache,5,Die Kluser-Ampel sichere sowohl Radfahrer als auch Busfahrgäste und die Bergle-Bewohner.,"The Kluser lights protect cyclists, as well as those travelling by bus and the residents of Bergle.",The Kluser lights protect both cyclists and bus passengers and the Bergle residents. The light is also used for safety. The light is used to protect cyclists and bus passengers.,0.8948072270000011,40.23212923826771,36,0.1875
OPUS autoregressive_encoder_decoder,5,Die Kluser-Ampel sichere sowohl Radfahrer als auch Busfahrgäste und die Bergle-Bewohner.,"The Kluser lights protect cyclists, as well as those travelling by bus and the residents of Bergle.",The Kluser traffic lights are safe for cyclists as well as bus passengers and the inhabitants of Bergle.,0.5406016690000115,44.39497947609831,24,0.0
E2D2 official_b4_s4_cache,6,Die gestern offiziell in Betrieb genommene Anlage sei wichtig für den Kreuzungsbereich Sulzbachweg/Kirchstraße.,"The system, which officially became operational yesterday, is of importance to the Sulzbachweg/Kirchstrasse junction.",The facility officially opened yesterday was important for the crossroads Sulzbachweg/Kirchstraße. The plant was opened yesterday and was important for the development of the plant.,2.415437044999976,14.904135081690923,36,0.17857142857142858
OPUS autoregressive_encoder_decoder,6,Die gestern offiziell in Betrieb genommene Anlage sei wichtig für den Kreuzungsbereich Sulzbachweg/Kirchstraße.,"The system, which officially became operational yesterday, is of importance to the Sulzbachweg/Kirchstrasse junction.",The plant officially commissioned yesterday was important for the Sulzbachweg/Kirchstraße crossing area.,1.0311896749999505,22.304335039042265,23,0.0
E2D2 official_b4_s4_cache,7,"Wir haben das Museum, zwei Kirchen, Kurpark, die Bushaltestelle, einen Arzt und eine Bank sowie den Verkehrsfluss aus dem Wohngebiet ›Grub‹.","We have the museum, two churches, the spa gardens, the bus stop, a doctor's practice and a bank, not to mention the traffic from the 'Grub' residential area.","We have a museum, two churches, spa park, bus stop, a doctor and a bank as well as a traffic flow from the residential area ©Grubethen.",2.9258218209999995,12.304235255069555,36,0.0
OPUS autoregressive_encoder_decoder,7,"Wir haben das Museum, zwei Kirchen, Kurpark, die Bushaltestelle, einen Arzt und eine Bank sowie den Verkehrsfluss aus dem Wohngebiet ›Grub‹.","We have the museum, two churches, the spa gardens, the bus stop, a doctor's practice and a bank, not to mention the traffic from the 'Grub' residential area.","We have the museum, two churches, spa park, bus stop, doctor and bank, and the traffic flow from the residential area ›Grub‹.",0.205180427000073,160.8340546049661,33,0.0
E2D2 official_b4_s4_cache,8,"""Bei dem hohen Verkehrs- und Fußgängeraufkommen musste zu deren Sicherheit eine weitere Ampel her"", so Eckert.","""At times of high road and pedestrian traffic, an additional set of lights were required to ensure safety,"" said Eckert.","""The high traffic and pedestrian volume had to create another traffic light for their safety"", says Eckert, Germany.",0.4426672619999863,54.216794554824666,24,0.0
OPUS autoregressive_encoder_decoder,8,"""Bei dem hohen Verkehrs- und Fußgängeraufkommen musste zu deren Sicherheit eine weitere Ampel her"", so Eckert.","""At times of high road and pedestrian traffic, an additional set of lights were required to ensure safety,"" said Eckert.","""With the high traffic and pedestrian traffic, another traffic light had to be used to ensure their safety,"" says Eckert.",0.16655758799993237,162.1060938995524,27,0.0
E2D2 official_b4_s4_cache,9,Dies bestätigt auch Peter Arnold vom Landratsamt Offenburg.,This was also confirmed by Peter Arnold from the Offenburg District Office.,This is also confirmed by Peter Arnold of the State Council of Offenburg.,0.28061280700001134,57.01806760373326,16,0.0
OPUS autoregressive_encoder_decoder,9,Dies bestätigt auch Peter Arnold vom Landratsamt Offenburg.,This was also confirmed by Peter Arnold from the Offenburg District Office.,This is confirmed by Peter Arnold of the Offenburg District Council.,0.0922510959999272,162.5996942086394,15,0.0
E2D2 official_b4_s4_cache,10,"""Laut aktuellen Messungen durchfahren auf der B 33 täglich etwa 12 000 Fahrzeuge die Gemeinde Gutach, davon sind etwa zehn Prozent Schwerlastverkehr"", betont Arnold.","""According to current measurements, around 12,000 vehicles travel through the town of Gutach on the B33 on a daily basis, of which heavy goods traffic accounts for around ten per cent,"" emphasised Arnold.","""Despite current measurements, about 12 000 vehicles pass through the municipality of Gutach every day on the B 33, of which about ten percent are heavy goods traffic,"" says Arnold.",0.8117874690000235,54.20137866158504,44,0.0
OPUS autoregressive_encoder_decoder,10,"""Laut aktuellen Messungen durchfahren auf der B 33 täglich etwa 12 000 Fahrzeuge die Gemeinde Gutach, davon sind etwa zehn Prozent Schwerlastverkehr"", betont Arnold.","""According to current measurements, around 12,000 vehicles travel through the town of Gutach on the B33 on a daily basis, of which heavy goods traffic accounts for around ten per cent,"" emphasised Arnold.","""According to current measurements, around 12 000 vehicles per day run through the municipality of Gutach on the B 33, of which about ten percent are heavy-duty traffic,"" Arnold emphasizes.",0.24892053800010672,160.6938516257861,40,0.0
E2D2 official_b4_s4_cache,11,"Daher sei der Bau einer weiteren Ampel mehr als notwendig: ""Sicherheit geht hier einfach vor"", so Arnold.","Therefore the construction of an additional set of lights was more than necessary: ""Here safety comes first, it's that simple,"" said Arnold.","For this reason, the construction of another traffic light is more than necessary: ""Security is easy to achieve here,"" says Mr Arnold.",0.526234565999971,53.20821133593407,28,0.0
OPUS autoregressive_encoder_decoder,11,"Daher sei der Bau einer weiteren Ampel mehr als notwendig: ""Sicherheit geht hier einfach vor"", so Arnold.","Therefore the construction of an additional set of lights was more than necessary: ""Here safety comes first, it's that simple,"" said Arnold.","Therefore, the construction of another traffic light is more than necessary: ""Safety is just going ahead here,"" says Arnold.",0.17309570199995505,155.98307576699398,27,0.0
E2D2 official_b4_s4_cache,12,"Insgesamt seien vier Verkehrsschauen durchgeführt worden, auch ein Kreisverkehr wurde angedacht, allerdings wegen der Enge in dem Kreuzungsbereich Sulzbachweg/Kirchstraße wieder verworfen.","A total of four road safety inspections were carried out and a roundabout was also considered, however, this idea was rejected on account of the narrowness of the Sulzbachweg/Kirchstrasse junctions.","In total, four traffic shows were carried out, a roundabout was also planned, but rejected again because of the narrowness in the Sulzbachweg/Kirchstraße crossing crossing area.",0.7215561579999985,55.435740595536686,40,0.0
OPUS autoregressive_encoder_decoder,12,"Insgesamt seien vier Verkehrsschauen durchgeführt worden, auch ein Kreisverkehr wurde angedacht, allerdings wegen der Enge in dem Kreuzungsbereich Sulzbachweg/Kirchstraße wieder verworfen.","A total of four road safety inspections were carried out and a roundabout was also considered, however, this idea was rejected on account of the narrowness of the Sulzbachweg/Kirchstrasse junctions.","Four traffic shows were carried out in total, a roundabout was also planned, but because of the narrowness in the intersection Sulzbachweg/Kirchstraße was discarded.",0.23408465800002887,162.33443201559717,38,0.0
E2D2 official_b4_s4_cache,13,"Es wurde laut Arnold bei der Standortwahl der Ampelmasten zuvor alles ausgetestet: ""Mittels eines extra für uns mit besonders langen Holzstämmen beladener Transporter haben wir ausgestestet, ob diese Fahrzeuge aus dem Sulzbachweg auf die B 33 ausfahren können, ohne den Ampelmasten umzuknicken"".","According to Arnold, every possible test was carried out prior to the selection of the location for the traffic light posts: ""Using a goods vehicle loaded with particularly long tree trunks, we also tested whether such vehicles could access the B 33 from the Sulzbachweg without knocking over the traffic light posts"".","According to Arnold, everything was tested before in the selection of traffic lights: ""By means of an extra truck loaded for us with particularly long wooden tribes, we have tested whether these vehicles can exit from the Sulzbachweg to the B 33 without changing the traffic light light system"".",1.0894015040000795,55.076112690951106,60,0.0
OPUS autoregressive_encoder_decoder,13,"Es wurde laut Arnold bei der Standortwahl der Ampelmasten zuvor alles ausgetestet: ""Mittels eines extra für uns mit besonders langen Holzstämmen beladener Transporter haben wir ausgestestet, ob diese Fahrzeuge aus dem Sulzbachweg auf die B 33 ausfahren können, ohne den Ampelmasten umzuknicken"".","According to Arnold, every possible test was carried out prior to the selection of the location for the traffic light posts: ""Using a goods vehicle loaded with particularly long tree trunks, we also tested whether such vehicles could access the B 33 from the Sulzbachweg without knocking over the traffic light posts"".","According to Arnold, everything was tested in the selection of traffic lights: ""With the help of a transporter loaded with particularly long logs, we tested whether these vehicles can travel from the Sulzbachweg to the B 33 without having to bend the traffic lights.""",0.34336060999999063,160.18144888547786,55,0.02040816326530612
E2D2 official_b4_s4_cache,14,"Die rund 15 000 Euro teure Ampelanlage selbst ist das ""modernste, was es derzeit auf dem Markt gibt"", erläuterte Arnold.","The traffic light system itself, which cost around EUR 15,000, is the ""most modern system that is currently available on the market,"" explained Arnold.","The EUR 15 000 cost of traffic light itself is the 'most modern thing currently exists on the market', said Arnold, President.",0.6392549140000483,50.05827769045133,32,0.0
OPUS autoregressive_encoder_decoder,14,"Die rund 15 000 Euro teure Ampelanlage selbst ist das ""modernste, was es derzeit auf dem Markt gibt"", erläuterte Arnold.","The traffic light system itself, which cost around EUR 15,000, is the ""most modern system that is currently available on the market,"" explained Arnold.","The approximately 15 000 Euro traffic light system itself is the ""most modern thing on the market,"" explained Arnold.",0.1620114370000465,148.13768981009108,24,0.0
E2D2 official_b4_s4_cache,15,"Die Anlage ist mit farbigen LEDs ausgestattet, die so kräftig leuchten, dass die Lichter von den Autofahrern beispielsweise auch bei tiefstehender Sonne gut zu erkennen sind.","The system is fitted with coloured LEDs, which are bright enough that drivers can easily see the lights, even when the sun is low in the sky.","The system is equipped with coloured LEDs, which are so strong that the lights can be easily recognized by car drivers, for example, even in low sun.",0.5893192739999904,54.299937931438706,32,0.0
OPUS autoregressive_encoder_decoder,15,"Die Anlage ist mit farbigen LEDs ausgestattet, die so kräftig leuchten, dass die Lichter von den Autofahrern beispielsweise auch bei tiefstehender Sonne gut zu erkennen sind.","The system is fitted with coloured LEDs, which are bright enough that drivers can easily see the lights, even when the sun is low in the sky.","The system is equipped with coloured LEDs that shine so strongly that the lights are easily visible by drivers, for example, even in the low sun.",0.204344921000029,156.5979709375574,32,0.0
E2D2 official_b4_s4_cache,16,"Und sparsam ist sie auch: Die älteren Lichtanlagen verbrauchen etwa 100 Watt, die neuen gerade mal acht Watt.","And they are also energy-efficient: The older light systems consume around 100 Watts, with the new ones consuming just eight.","And it is also economical: the older light systems consume about 100 Watt, the new just about eight Watt, too.",0.5089997050000648,55.00985506464377,28,0.043478260869565216
OPUS autoregressive_encoder_decoder,16,"Und sparsam ist sie auch: Die älteren Lichtanlagen verbrauchen etwa 100 Watt, die neuen gerade mal acht Watt.","And they are also energy-efficient: The older light systems consume around 100 Watts, with the new ones consuming just eight.","And it is also economical: The older lighting systems consume about 100 watts, the new ones just eight watts.",0.1832693640000116,141.86768280593998,26,0.0
E2D2 official_b4_s4_cache,17,Pro Fahrtrichtung gibt es drei Lichtanlagen.,There are three sets of lights per direction of travel.,There are three light systems per direction. The car is 100 m long and 100 m long and 100 m long. The car is 100 m long and 100 m long and 100 m long. The car is 100 m long and 100 m long and 100 m long. The car is 100 m long and 100 m long,1.9381923319999714,49.53068816495628,96,0.7419354838709677
OPUS autoregressive_encoder_decoder,17,Pro Fahrtrichtung gibt es drei Lichtanlagen.,There are three sets of lights per direction of travel.,There are three lighting systems per direction of travel.,0.1056579570000622,113.57403020761546,12,0.0
E2D2 official_b4_s4_cache,18,Arnold erklärte die Technik der neuen Anlage: Diese ist mit zwei Radarsensoren ausgestattet.,Arnold explained the technology used by the new system: It is fitted with two radar sensors.,(slotold explained the technique of the new system: this is equipped with two radar-sens.,0.4641456230000358,43.08992481869954,20,0.0
OPUS autoregressive_encoder_decoder,18,Arnold erklärte die Technik der neuen Anlage: Diese ist mit zwei Radarsensoren ausgestattet.,Arnold explained the technology used by the new system: It is fitted with two radar sensors.,Arnold explained the technology of the new system: This is equipped with two radar sensors.,0.1515741700000035,125.35117296040322,19,0.0
E2D2 official_b4_s4_cache,19,"Drückt der Fußgänger den Ampelknopf, testet der obere Radarsensor die Verkehrslage.","If the pedestrian presses the button at the traffic lights, the top radar sensor checks the traffic status.","If the pedestrian press the traffic light button, the upper radar sensor tests the traffic traffic position.",0.48623369699998875,41.132484489244405,20,0.05555555555555555
OPUS autoregressive_encoder_decoder,19,"Drückt der Fußgänger den Ampelknopf, testet der obere Radarsensor die Verkehrslage.","If the pedestrian presses the button at the traffic lights, the top radar sensor checks the traffic status.","If the pedestrian pushes the traffic light button, the upper radar sensor tests the traffic situation.",0.19626013699996747,107.00084245841263,21,0.058823529411764705
E2D2 official_b4_s4_cache,20,"Ist die Straße frei, kommt unmittelbar Grün für den Fußgänger, wenn nicht, dauert es etwa 15 Sekunden.","If the street is clear, the pedestrian obtains a green light immediately, if not, there is a delay of around 15 seconds.","If the road is free, green comes directly for the pedestrian, if not, it takes about 15 seconds. The road is free, but it takes about 15 seconds to walk. The road is not very good.",1.0351433970000699,46.37038707787532,48,0.2619047619047619
OPUS autoregressive_encoder_decoder,20,"Ist die Straße frei, kommt unmittelbar Grün für den Fußgänger, wenn nicht, dauert es etwa 15 Sekunden.","If the street is clear, the pedestrian obtains a green light immediately, if not, there is a delay of around 15 seconds.","If the road is clear, immediately comes green for the pedestrian, if not, it takes about 15 seconds.",0.14760512500004097,162.59598032245384,24,0.0
E2D2 official_b4_s4_cache,21,"Ein weiteres Radarsensor prüft, ob die Grünphase für den Fußgänger beendet werden kann.",An additional radar sensor checks whether the green phase for the pedestrian can be ended.,Another radar sensor checks whether the green phase for the pedestrian can be finished.,0.2855887769999299,56.02461051893481,16,0.0
OPUS autoregressive_encoder_decoder,21,"Ein weiteres Radarsensor prüft, ob die Grünphase für den Fußgänger beendet werden kann.",An additional radar sensor checks whether the green phase for the pedestrian can be ended.,Another radar sensor checks whether the green phase for the pedestrian can be terminated.,0.11043327899994893,153.93910380953065,17,0.0
E2D2 official_b4_s4_cache,22,"""Sollte eine Gruppe oder gehbehinderte Menschen über die Straße gehen, wird die Grünphase verlängert, es kommt also jeder sicher über die Fahrbahn"", erklärte Arnold.","""If a group of people or if disabled persons are crossing the street, the green phase is extended, thus ensuring that everyone gets safely across the street,"" explained Arnold.","""Should a group or disabled people go through the road, the green phase will be extended, so everyone will certainly pass through the road,"" Arnold said.",0.5843415749999394,54.76249058609824,32,0.0967741935483871
OPUS autoregressive_encoder_decoder,22,"""Sollte eine Gruppe oder gehbehinderte Menschen über die Straße gehen, wird die Grünphase verlängert, es kommt also jeder sicher über die Fahrbahn"", erklärte Arnold.","""If a group of people or if disabled persons are crossing the street, the green phase is extended, thus ensuring that everyone gets safely across the street,"" explained Arnold.","""If a group or disabled people walk across the road, the green phase will be extended, so everyone will be safe on the road,"" Arnold explained.",0.20545596299996305,160.6183608309579,33,0.0967741935483871
E2D2 official_b4_s4_cache,23,Natürlich müsse der Autofahrer hier als Partner mitdenken und die Fahrbahn beobachten.,"Of course, drivers must also play their part and keep their eyes on the road.","Of course, the driver must think as a partner and watch the road.",0.288387987999954,55.4808128832417,16,0.0
OPUS autoregressive_encoder_decoder,23,Natürlich müsse der Autofahrer hier als Partner mitdenken und die Fahrbahn beobachten.,"Of course, drivers must also play their part and keep their eyes on the road.","Of course, the driver had to think about it as a partner and observe the road.",0.12450391600009425,160.63751761819972,20,0.0
E2D2 official_b4_s4_cache,24,"Dies war gestern nicht der Fall: Kaum zeigte die Ampel für Fußgänger grün, rauschte ein Oberklasse-Fahrzeug durch - bei leuchtendem Rot.",Yesterday this was not the case: The light had barely turned green for pedestrians when a luxury vehicle sped through on a red light.,"This was not the case yesterday: the traffic lights for pedestrians hardly showed green, a top class vehicle went through in light of red.",0.5132052180000528,54.559071143343516,28,0.0
OPUS autoregressive_encoder_decoder,24,"Dies war gestern nicht der Fall: Kaum zeigte die Ampel für Fußgänger grün, rauschte ein Oberklasse-Fahrzeug durch - bei leuchtendem Rot.",Yesterday this was not the case: The light had barely turned green for pedestrians when a luxury vehicle sped through on a red light.,"This was not the case yesterday: the traffic lights for pedestrians were barely green, a top class vehicle rushed through - with bright red.",0.19233432199996514,161.17768101735695,31,0.0
E2D2 official_b4_s4_cache,25,Josef Winkler schreibt sich seit mehr als 30 Jahren die Nöte seiner Kindheit und Jugend von der Seele.,"For more than 30 years, Josef Winkler has been writing from the heart, telling of the hardships of his childhood and youth.",Waldf Winkler has been writing the needs of his childhood and youth for more than 30 years.,0.446571525999957,53.74279057819354,24,0.0
OPUS autoregressive_encoder_decoder,25,Josef Winkler schreibt sich seit mehr als 30 Jahren die Nöte seiner Kindheit und Jugend von der Seele.,"For more than 30 years, Josef Winkler has been writing from the heart, telling of the hardships of his childhood and youth.",Josef Winkler has been writing the needs of his childhood and youth about the soul for more than 30 years.,0.1644942740000488,151.98097412188696,25,0.0
E2D2 official_b4_s4_cache,26,"Die Katastrophen seiner katholischen Dorfkindheit - die Sprachlosigkeit, der Hang zu roher Gewalt und stumpfer Sexualität, die Enge und Freudlosigkeit - hat der Kärntner Dichter vielfach beschrieben.","The catastrophes of his Catholic village upbringing - the speechlessness, his tendency towards brute force and dulled sexuality, the confinement and lack of joy - all of this has been described many times by the Kaernten-born poet.","The disasters of his Catholic village childhood - speechlessness, the tendency to raw violence and naked sexuality, the narrow and illlessness - have been described many times by the Carinthian poet of Germany. The victims of the war are the victims of the war. The victims of the war are the victims of the war. The victims of the war are the victims of the war. The victims of the war are the victims of the war. The victims of the war are the victims",5.126011382999991,18.72801147464798,96,0.5384615384615384
OPUS autoregressive_encoder_decoder,26,"Die Katastrophen seiner katholischen Dorfkindheit - die Sprachlosigkeit, der Hang zu roher Gewalt und stumpfer Sexualität, die Enge und Freudlosigkeit - hat der Kärntner Dichter vielfach beschrieben.","The catastrophes of his Catholic village upbringing - the speechlessness, his tendency towards brute force and dulled sexuality, the confinement and lack of joy - all of this has been described many times by the Kaernten-born poet.","The Carinthian poet has described the catastrophes of his Catholic village childhood - the speechlessness, the tendency to raw violence and dull sexuality, the narrowness and joylessness.",0.8104218980000724,45.655232282478,37,0.034482758620689655
E2D2 official_b4_s4_cache,27,"Bekannt ist der Büchner-Preisträger vor allem als Prosaautor, Theatertexte sind in seinem Werk rar.","The Büchner prizewinner is known primarily as a writer of prose, with theatre texts something of a rarity for him.","The Büchner Prize winner is well known as a fiction author, and theatre lyrics are rare in his own work.",2.5546168299999863,9.394755298781982,24,0.0
OPUS autoregressive_encoder_decoder,27,"Bekannt ist der Büchner-Preisträger vor allem als Prosaautor, Theatertexte sind in seinem Werk rar.","The Büchner prizewinner is known primarily as a writer of prose, with theatre texts something of a rarity for him.","The Büchner Prize winner is known primarily as a prose author, theatre texts are rare in his work.",0.9674233279999953,23.774493889401136,23,0.0
E2D2 official_b4_s4_cache,28,"Collage aus Prosatexten Gerhard Fresacher stellt für seine Aufführung ""Wetterleuchten auf der Zungenspitze"", die nun in der Garage X am Petersplatz zu sehen ist, daher eine Collage aus Prosatexten zusammen.","In a collage of prose texts For his performance piece, ""Wetterleuchten auf der Zungenspitze"" (Summer lightning on the tip of your tongue), which can now be seen in Garage X on Petersplatz, Gerhard Fresacher ,creates a collage of prose texts.","Collage from prosat text Gerhard fresacher brings a coll of prosat texts for his performance ""ettering lights on the tongue tip"", which can now be seen in garage X at Petersplatz, therefore.",0.9987313459999996,44.055891683207484,44,0.0
OPUS autoregressive_encoder_decoder,28,"Collage aus Prosatexten Gerhard Fresacher stellt für seine Aufführung ""Wetterleuchten auf der Zungenspitze"", die nun in der Garage X am Petersplatz zu sehen ist, daher eine Collage aus Prosatexten zusammen.","In a collage of prose texts For his performance piece, ""Wetterleuchten auf der Zungenspitze"" (Summer lightning on the tip of your tongue), which can now be seen in Garage X on Petersplatz, Gerhard Fresacher ,creates a collage of prose texts.","Collage from prose texts Gerhard Fresacher therefore compiles a collage of prose texts for his performance ""Weather lights on the tip of the tongue"", which can now be seen in the Garage X at Petersplatz.",0.2962485820000893,162.02609199319485,48,0.02631578947368421
E2D2 official_b4_s4_cache,29,"Der Theatermacher verbindet etwa Elemente aus dem autobiografisch geprägten Roman ""Der Leibeigene"" (1987) mit Prosaminiaturen aus ""Leichnam, seine Familie belauernd"" (2003).","The theatre producer has thus combined elements from the autobiographically inspired novel ""Der Leibeigene"" (1987) [The Bondsman] featuring prose miniatures from ""Leichnam, seine Familie belauernd"" (2003) [Corpse, stalking his family].","The theatre maker combines elements from the monographic novel ""Der Leibeigene"" (1987) with prosamatures from ""Leichnam, seine Familie belauernd"" (2003). The theatre maker combines elements from ""Der Leibeigene"" (1987). The work is done by the author of the novel ""Leichnam, seine Familie belürnd"" (2003).",1.6813631429999987,54.717507269635725,92,0.375
OPUS autoregressive_encoder_decoder,29,"Der Theatermacher verbindet etwa Elemente aus dem autobiografisch geprägten Roman ""Der Leibeigene"" (1987) mit Prosaminiaturen aus ""Leichnam, seine Familie belauernd"" (2003).","The theatre producer has thus combined elements from the autobiographically inspired novel ""Der Leibeigene"" (1987) [The Bondsman] featuring prose miniatures from ""Leichnam, seine Familie belauernd"" (2003) [Corpse, stalking his family].","The theatre maker combines elements from the autobiographical novel ""Der Leibstäigen"" (1987) with prosaminiatures from ""Leichnam, seine Familie belauernd"" (2003).",0.33520512100005817,155.12889494307868,52,0.034482758620689655
E2D2 official_b4_s4_cache,30,"Auf der weitgehend leergeräumten Bühne - wichtiges Requisit: ein zerknautschtes Sofa, auf dem andeutungsweise kopuliert und masturbiert wird - hangelt sich das achtköpfige Ensemble durch das Textmaterial.","On the predominantly empty stage - with one important requirement: a crumpled sofa, on which cast members allude to copulating and masturbating - the eight-person ensemble work their way through the text material.",The eight-member ensemble is hanging through the text material on the largely empty stage - important merit: a knubed sofa on which it is apparently copulated and perforated.,1.1525718630000483,31.234494920164895,36,0.0
OPUS autoregressive_encoder_decoder,30,"Auf der weitgehend leergeräumten Bühne - wichtiges Requisit: ein zerknautschtes Sofa, auf dem andeutungsweise kopuliert und masturbiert wird - hangelt sich das achtköpfige Ensemble durch das Textmaterial.","On the predominantly empty stage - with one important requirement: a crumpled sofa, on which cast members allude to copulating and masturbating - the eight-person ensemble work their way through the text material.","On the largely empty stage - important prop: a chaffed sofa, on which the textual material is copied and masturbated - the eight-member ensemble hangs through the textual material.",0.7540102529999331,58.35464415097802,44,0.06060606060606061
E2D2 official_b4_s4_cache,31,Dabei scheint Regisseur Fresacher dem Text wenig zu vertrauen.,"However, Director Fresacher seems to have little trust in the text.",The film fresacher seems to have little faith in the text in this process. The film is not produced by the film's author.,1.0853021090000539,25.799268026667598,28,0.07692307692307693
OPUS autoregressive_encoder_decoder,31,Dabei scheint Regisseur Fresacher dem Text wenig zu vertrauen.,"However, Director Fresacher seems to have little trust in the text.",Director Fresacher seems to have little faith in the text.,0.1298609090000582,115.50820116308655,15,0.0
E2D2 official_b4_s4_cache,32,"Die 70-minütige Performance übertüncht die Vorlage mit einer Fülle an Regieeinfällen, bekannt aus dem Repertoire postdramatischer Spielformen.","The 70-minute performance glosses over the script with a host of director's additions, well-known from the repertoire of post-dramatic theatrical styles.","The 70-minute performance surpasses the template with a wealth of director ideas, known from the repertoire of post-dramatic play forms. The performance is accompanied by a variety of musical styles. The performance is based on a variety of musical styles.",0.972558284999991,53.46723255768726,52,0.1702127659574468
OPUS autoregressive_encoder_decoder,32,"Die 70-minütige Performance übertüncht die Vorlage mit einer Fülle an Regieeinfällen, bekannt aus dem Repertoire postdramatischer Spielformen.","The 70-minute performance glosses over the script with a host of director's additions, well-known from the repertoire of post-dramatic theatrical styles.","The 70-minute performance conjures up the template with a wealth of directorial ideas, known from the repertoire of post-dramatic forms of play.",0.2275475930000539,149.4192909348505,34,0.0
E2D2 official_b4_s4_cache,33,Vor allem die Schauspielerinnen kommen bei den mitunter etwas fragwürdigen szenischen Umsetzungen dran.,"In particular, the actresses play a major role in the sometimes rather dubious staging.","The actors, in particular, are involved in sometimes somewhat questionable scenic performances.",0.292344901999968,54.72987519379336,16,0.0
OPUS autoregressive_encoder_decoder,33,Vor allem die Schauspielerinnen kommen bei den mitunter etwas fragwürdigen szenischen Umsetzungen dran.,"In particular, the actresses play a major role in the sometimes rather dubious staging.",Especially the actresses get involved in the sometimes somewhat questionable scenic implementations.,0.12181949500006795,147.75960120332104,18,0.0
E2D2 official_b4_s4_cache,34,"Sie werden hart angefasst, mit dem Kopf unter Wasser getaucht, mit ihren Abendroben an die Wand getackert.","They are manhandled, their heads held under water, tacked to the wall by their evening gowns.","They are hard hit, diveed under water with their head, wrapped onto the wall with their evening foils.",0.44909931200004394,53.44029562886004,24,0.05
